ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Example_Comment_English,Example_URL,Sense_IDs
XV001647,tkw,"Dapa wopine na li-vete piene ne “ebele ini!” tamwase, pe li-ko motoro. Ia piene “wako” pon, mimione.",,,The elders very often use this expression “it's wonderful”: they find it a nice [lit. heavy] word. Whereas a word like “alright” is a bit too common. [it's light],,,,,SN001388 ; SN001473
XV001648,tkw,Somu tamwase mina kupa.,,,It's too far away from us.,,,locative sense,,SN001389 ; SN001997
XV001649,tkw,Le-wamu piene mina dapa.,,,Let's keep our discussion secret from them.,,,figurative,,SN001389 ; SN002688
XV001650,tkw,"I-le i-toe kuo iape ne ngogoro: kape i-toe i-abu i-wene, i-toe mengela mina awoiu, ka li-la longe mina.",,,He went to cut a canoe in the forest: first he chopped it down; then he cut off the top; then he dug out the wood.,,,,https://doi.org/10.24397/pangloss-0003350#S5,SN001390
XV001651,tkw,"Nga u-katei namuko iote, u-toe dekele mina.",,,"If you catch a fish, you must chop off its tail.",,,,,SN001390
XV001652,tkw,U-ko ruene u-mini ini.,,,Open the door for her.,,,,,SN001394
XV001653,tkw,Kape le-wabe le-mini dapa po li-anu kava.,,,They would serve (fruit) to those who were drinking kava.,,,,,SN001394
XV001654,tkw,Gi' one iote i-bo kuo i-mini dapa ne kulumoe.,,,My uncle creates canoes for the villagers.,,,,,SN001394
XV001655,tkw,tanoe pe li-nabe li-mini dapa,,,the territory that had been assigned to them,,,,,SN001394
XV001656,tkw,Li-le li-la ngatene li-mini dapa damala.,,,They travelled to work for (the benefit of) White people.,,,Blackbirding,,SN001394
XV001657,tkw,Dapa iupa noma li-atevo piene peini Laperus li-mini kupa.,,,Our elders told the story of Lapérouse to us.,,,,,SN001394
XV001658,tkw,Li-tomoli li-mini idi.,,,They lie to people.,,,malefactive,,SN001394
XV001659,tkw,"Mou kape ra minga basavono, wako kape pe-tabo pe-ka.",,,Wait till the day we come back here.,,,,https://doi.org/10.24397/pangloss-0003269#S10,SN001396 ; SN001479
XV001660,tkw,Minga kape le-sune angede ovene po Laperus i-si ponu.,,,One day someone will find the message that was written by Lapérouse.,,,,https://doi.org/10.24397/pangloss-0003270#S11,SN001396 ; SN001838
XV001661,tkw,"I-ka i-ka i-ka ponu, dapa kula mo ka li-wo.",,,"But as they came closer and closer, some of the villagers immediately ran away!",,,,https://doi.org/10.24397/pangloss-0003351#S168,SN001400
XV001662,tkw,Da-tilu po la-vili kava le-wabe mo le-iumu le-lui teve Teliki Makumoso.,,,"Squeezing the kava, they filled up (the container) and immediately served it to the High Chief.",,,,,SN001400
XV001663,tkw,I-mui pe i-mo.,,,He cannot speak.,,,disabled child,,SN001402 ; SN001492
XV001664,tkw,Ka i-mo tae!,,,He cannot speak any more.,,,accident+,,SN001402 ; SN002062
XV001665,tkw,"U-tau uro, u-mo samame.",,,"As you burn the magic charcoal, you talk to it.",,,incantation,,SN001402 ; SN001957
XV001666,tkw,Na teliki ka i-mo korone se da.,,,Now the village chief is scolding both of them.,,,,,SN001403
XV001667,tkw,"Awa ini i-aka, i-mo pine.",,,"He was angry, talking loudly.",,,,,SN001406
XV001668,tkw,Ini i-mo susuko.,,,He spoke properly ~ He made a fair speech.,,,,,SN001407
XV001669,tkw,mobo peini bale,,,breadfruit seeds,,,,,SN001411
XV001670,tkw,"Noma li-madau pe moe moboe abia ene, li-ko na kape idi le-wete dapa ne visone me puro.",,,"Our ancestors used to avoid having too many openings in their houses, for fear of being shot with arrows.",,,,,SN001413 ; SN001566
XV001671,tkw,"Noma, nuduko, ero pe i-wene ne moboe voko ne noma.",,,"In the past, our mirrors were just water puddles in a stone hole on the reef.",,,,,SN001414 ; SN001607 ; SN001626
XV001672,tkw,li-vo mwoe,,,build a house,,,,,SN001417
XV001673,tkw,ebele moe,,,the structure of the house,,,,,SN001417
XV001674,tkw,telemwoe peini mwoe,,,house wallings,,,,,SN001417
XV001675,tkw,ne lema moe,,,inside the house,,,,,SN001417
XV001676,tkw,ne pwa moe,,,underneath the house,,,,,SN001417
XV001677,tkw,ne mata moe,,,in the frontyard,,,,,SN001417
XV001678,tkw,Pi-wete otovo pi-ko pe-songai moe.,,,We are making the roofing to repair our house.,,,,,SN001417 ; SN001791 ; SN001999
XV001679,tkw,moe pe li-apinu ene,,,"[the house they cook in] cooking house, separate kitchen",,,,,SN001417
XV001680,tkw,mwoe etapu,,,[holy house] church,,,,,SN001418
XV001681,tkw,moe ma tadoe,,,the lair of Spirits,,,,,SN001418
XV001682,tkw,Ene ni-le ni-tamava ne mwoe 'tapu.,,,I went to pray in the church.,,,,,SN001419 ; SN002079
XV001683,tkw,jebute moioe,,,cooked taro,,,,,SN001421
XV001684,tkw,"U-tau awoiu po moioe, u-ovei pe u-e.",,,"Once you've cooked it and it's done, you can eat it.",,,,,SN001421 ; SN001839
XV001685,tkw,"Tadoe ponu, li-mokavase.",,,That god (Tan̄teala) was the one they worshipped.,,,,,SN001422
XV001686,tkw,Tepungo pon voko wopine li-karau ne mwoko ka uña viko me komudo li-vio ene.,,,"Coral rocks are large boulders that grow on the reef bed, and that's where shells and clamshells grow.",,,,,SN001423 ; SN002226
XV001687,tkw,Moko ka i-ma.,,,[The reef is dried up] It's low tide.,,,,,SN001424
XV001688,tkw,Kape ne-le ne-mokoiu. – Susuko!,,,I'm going to sleep. – Alright!,,,,,SN001426 ; SN002026
XV001689,tkw,"Li-atevo iepiene pe noma, li-oburo, li-vongo ka li-mokoiu.",,,"We tell old stories, we sing, we eat and then we go to sleep.",,,,,SN001426 ; SN002612
XV001690,tkw,Mata ini i-mokoiu.,,,She winked.,,,,,SN001427
XV001691,tkw,Mata ene i-mokoiu.,,,I'm blinking / I'm feeling sleepy.,,,,,SN001427
XV001692,tkw,Moe enone moli.,,,My house is empty / is free.,,,,,SN001428
XV001693,tkw,Li-bu awoiu. Iune i-te tae. Kulumoe Pakare moli.,,,Everybody died: nobody survived. The village of Pakare was emptied.,,,myth,https://doi.org/10.24397/pangloss-0003352#S117,SN001428 ; SN001771
XV001694,tkw,"Kava, pe li-anu moro moli tae.",,,Kava is not something you drink randomly [lit. just any day].,,,,,SN001429
XV001695,tkw,emele moli,,,a foreign woman,,,,,SN001430
XV001696,tkw,momobo moli,,,early tomorrow morning,,,,,SN001431
XV001697,tkw,~wene moli,,,[lie unconstrained] be easy,,,,,SN001432
XV001698,tkw,Li-vo moe moli.,,,They built a house in vain. (it's useless),,,,,SN001433
XV001699,tkw,Ni-sava none moli.,,,I bought food for nothing. (it was wasted),,,,,SN001433
XV001700,tkw,Ini i-langatene moli.,,,He works for free.,,,,,SN001434
XV001701,tkw,Ni-anu moli.,,,I'm drinking it pure (=without adding sugar etc.).,,,water,,SN001435
XV001702,tkw,Ni-vongo moli.,,,"I'm eating ‘minimally’ (=only vegetables, but no meat).",,,,,SN001435
XV001703,tkw,A-te moli?,,,Are you free?,,,,,SN001438 ; SN002137
XV001704,tkw,uo moloe,,,red yam,,,,,SN001440 ; SN002401
XV001705,tkw,jeboro moloe,,,red Coleus,,,,,SN001440
XV001706,tkw,nidilo moloe,,,red ant,,,,,SN001440 ; SN001598
XV001707,tkw,Laperusi vana i-moloe ne nom' ole take ne.,,,Lapérouse used to stroll around along that sand beach over there.,,,,,SN001441 ; SN001618 ; SN002065
XV001708,tkw,Toñaki iadapa ebele nga molongo.,,,Their ship had its hull split in two.,,,,https://doi.org/10.24397/pangloss-0003270#S4,SN001443
XV001709,tkw,Momobo wako!,,,Good morning!,,,,,SN001444 ; SN002669
XV001710,tkw,Momoso!,,,Madam!,,,respectful address,,SN001446
XV001711,tkw,"Ini ka emele aplaka tae, ini ka momoso iote.",,,"She's not a young girl any more, she has become a woman now.",,,,,SN001446
XV001712,tkw,Mona ini pine.,,,[its width is great] It is very wide.,,,,,SN001449
XV001713,tkw,Mona tae.,,,[it has no width] It is narrow.,,,,,SN001449
XV001714,tkw,"I-tau jebute moioe ponu, i-loko i-ka i-le ne monone ka i-wete. I-wete awoiu ka i-ejau mama ada.",,,"Once the taro was cooked, she put it in a mortar and began to pound it. When she finished pounding it, she made the pudding.",,,,https://doi.org/10.24397/pangloss-0003351#S7,SN001450 ; SN002736
XV001715,tkw,moro abia,,,every day,,,,,SN001452
XV001716,tkw,moro pe li-ve eo,,,the day when you were born,,,,,SN001452
XV001717,tkw,to moro → tomoro,,,middle of day → midday → day,,,,,SN001452
XV001718,tkw,"Ra ra, moro iote iawo i-bu.",,,"They were living like that, but one day, the fire died out.",,,,,SN001455 ; SN001895
XV001719,tkw,"Moro waini, mwaliko pe Vono.",,,"Once upon a time, [there was] a man from Lovono.",,,,https://doi.org/10.24397/pangloss-0003353#S1,SN001458
XV001720,tkw,Jebute ka moso.,,,The taros are ready to harvest.,,,,,SN001459
XV001721,tkw,ma ene moso,,,my right hand,,,,,SN001463
XV001722,tkw,"Ra ra i-le ne to ebieve, vongoro ka i-mote.",,,"Time went on, till they reached mid-season: this is when the almonds had finished ripening.",,,,https://doi.org/10.24397/pangloss-0003351#S105,SN001464
XV001723,tkw,Dapa li-e namuko pe motoe.,,,They eat their fish raw.,,,,,SN001465
XV001724,tkw,Li-pe idi Krismas ka li-pe idi ñe ebieve motoe.,,,"Merry Christmas, and best wishes for the New year.",,,,,SN001466 ; SN001795
XV001725,tkw,"Otovo iupa ka tamwaliko, pi-tabo pi-wete kula motoe.",,,"Our roofing has been damaged, we are making [lit. pinning] a new one.",,,,,SN001466 ; SN001745 ; SN002041 ; SN002740
XV001726,tkw,Taluaito i-vao motomoro.,,,The doctor pressed on the wound.,,,,,SN001467
XV001727,tkw,Motomoro iono kape wako.,,,Your wound will heal.,,,,,SN001467 ; SN002668
XV001728,tkw,motomoro ie kiñe-biouro,,,suckers of an octopus,,,,,SN001468
XV001729,tkw,"U-da viro awoiu, u-le ne motono ngamuli.",,,"As you go across the reef, you reach the open ocean.",,,,,SN001469 ; SN001676 ; SN002576
XV001730,tkw,U-ovei pe u-wai i-ke i-le teta-ke ne motono.,,,You can paddle out to the open sea.,,,,,SN001469
XV001731,tkw,abwa nga motono,,,“ocean blue” colour,,,,,SN001469
XV001732,tkw,"Pe li-anu kava, ebele idi motoro.",,,"When you drink kava, you feel your body is heavy.",,,,,SN001470 ; SN001789
XV001733,tkw,Ne-ko ne-viñ' eo ñe piene motoro.,,,I'd like to tell you about an important issue.,,,,,SN001471 ; SN001822 ; SN002556
XV001734,tkw,"Dapa noma, uro we tongolukilo peini ngaten’ motoro i-wen’ tev’ dapa.",,,Our ancestors used magic soot and magic leaves for important matters.,,,,https://doi.org/10.24397/pangloss-0003350#S17,SN001471 ; SN002349 ; SN002729
XV001735,tkw,Awa ene motoro ñe piene pe a-viñ’ ene.,,,[my mind is heavy…] I give a lot of consideration to your words.,,,,,SN001472
XV001736,tkw,U-labu idi motoro!,,,[Take people ‘heavily’] Be respectful to people!,,,,,SN001474
XV001737,tkw,"Mou, u-tabo!",,,Hang on! Repeat please?,,,,,SN001478
XV001738,tkw,Kape le-vongo tae: mou kape le-iumu l-anu kava.,,,We shouldn't eat yet: let us first drink kava.,,,,,SN001479
XV001739,tkw,mouro paiuko,,,a shoal of surgeonfish,,,,,SN001482 ; SN001770
XV001740,tkw,mouro udo,,,a bunch of bananas,,,,,SN001483
XV001741,tkw,dameliko mouro,,,small pixies,,,,,SN001484
XV001742,tkw,I-avo moworo.,,,It's hanging in the air.,,,,,SN001487
XV001743,tkw,Uña none pon mubule.,,,Those fruits aren't ripe.,,,,,SN001490
XV001744,tkw,Ni-mui mijaka.,,,[lit. I'm a bit ignorant] I'm not sure.,,,,,SN001491
XV001745,tkw,Mamote i-mui pe i-tatale.,,,He's still unable to walk.,,,,,SN001492
XV001746,tkw,Ni-mui pe ni-vete piene adapa.,,,I don't know how to speak their language.,,,,,SN001492
XV001747,tkw,Dapa pie akapa ka vitoko kape le-mui piene akapa.,,,Our grandchildren will soon forget our language.,,,,,SN001493
XV001748,tkw,Ka ni-mui pe ni-vete.,,,I forgot to say it.,,,,,SN001494
XV001749,tkw,Ni-mui temamene 'none i-wene ne moe.,,,I left behind my bag in the house.,,,,,SN001495 ; SN002725
XV001750,tkw,"Nga uña muko li-ke eo, kape u-akale eo i-le i-le i-vagasi tomoro.",,,"If the mosquitoes bite you, you'll scratch yourself till morning.",,,,,SN001497
XV001751,tkw,mul' one mwalkote,,,my brother-in-law,,,,,SN001501 ; SN001526
XV001752,tkw,mul' one emele,,,my sister-in-law,,,,,SN001501
XV001753,tkw,dameliko muliabe,,,small pixies,,,,,SN001503
XV001754,tkw,mulusa okoro,,,bamboo knot,,,,,SN001504 ; SN001718
XV001755,tkw,Ni-mumu none ono.,,,I wish I had your food.,,,,,SN001505 ; SN001735
XV001756,tkw,Li-mumu viko.,,,They are greedy [lit. they desire money],,,,,SN001505
XV001757,tkw,I-romo i-ko “E!” Ka i-mumu.,,,"[lit. He looked, he went “Hey!”] As he saw her, he startled: “Oh!” – he had fallen in love.",,,,https://doi.org/10.24397/pangloss-0003352#S64,SN001506
XV001758,tkw,"Keba ba-mako wako, ene mumule ñe ini tae.",,,"We were just dancing, I was not crazy about her!",,,,,SN001508
XV001759,tkw,U-u mwa eo!,,,Wipe your mouth!,,,,,SN001510 ; SN002372
XV001760,tkw,mwa tanoe,,,hole in the ground,,,,,SN001511
XV001761,tkw,Bele mwa idi abiaini.,,,Your lips feel thick.,,,when drinking kave,,SN001512
XV001762,tkw,miakaia mwaele,,,the smell of ginger,,,,,SN001515
XV001763,tkw,mata mwaele,,,[yellow-eyes] Red-eyed crab,,,,,SN001516
XV001764,tkw,"Ka li-loko voko mwaele; awoiu, otovo. Li-tau. Awoiu ponu, ka li-si tetawene.",,,"They took some yellow stone; as well as sago leaves, which they cooked [into black color]. Then they began painting ritual designs [on the wall].",,,,,SN001517
XV001765,tkw,Ni-mwagali ne none ponu.,,,That food is disgusting!,,,,,SN001518
XV001766,tkw,Dapa ne kulumoe ponu li-e ngatene pe ene ni-mwagali ene.,,,People in that country eat stuff that I just find disgusting.,,,,,SN001518
XV001767,tkw,Eo mwaliko?,,,Are you human?,,,story of the Heron,,SN001519
XV001768,tkw,"Ngatene ponu, li-romo nga mwaliko, ia mwaliko tae.",,,"Those creatures look like they're human, but they are not.",,,Spirits,https://doi.org/10.24397/pangloss-0003351#S67,SN001519 ; SN001691
XV001769,tkw,momoso ie mwaliko ponu,,,the wife of that man,,,,https://doi.org/10.24397/pangloss-0003350#S39,SN001521
XV001770,tkw,Bwara ka i-te te’ mwaliko pe Franis pon.,,,I believe she married a man from France.,,,,,SN001521
XV001771,tkw,emele da mwalik' iape,,,the woman and her husband,,,,,SN001522
XV001772,tkw,Ini i-madau i-ko na mwaliko iote i-romo ne.,,,He was afraid someone might see him.,,,,,SN001523
XV001773,tkw,Ni-ko bwara i-mo korone se mwaliko iote.,,,I thought he was angry at someone.,,,,,SN001523 ; SN001972
XV001774,tkw,mwaliko pine iadapa,,,"their leader, their chief",,,,,SN001524
XV001775,tkw,Mwaliko iote mwalikote ka i-bu.,,,"Someone died, a man.",,,,,SN001526
XV001776,tkw,"Gi’ one, ini tieli et’ one mwalkote.",,,"My uncle is my mother's brother. [lit. the sibling of my mother, male]",,,,,SN001526
XV001777,tkw,kulevelu mwalikote,,,[male chicken] rooster,,,,,SN001527
XV001778,tkw,tenubopu mwalikote,,,sterile variety of pawpaw,,,,,SN001528
XV001779,tkw,Mwatagete iote ka i-teli mama ini se.,,,She's already been promised to a boy.,,,,,SN001530
XV001780,tkw,"None na, aña tamwaleko.",,,This food tastes bad.,,,,,SN001535 ; SN001620
XV001781,tkw,"Uña ngaten' na, kape i-vio tev' eo.",,,All those things will be yours.,,,,,SN001535 ; SN001688 ; SN002566
XV001782,tkw,"Noma, ni-ajau nabene; basavono na ka tae.",,,I used to smoke in the past; but now [at this moment] it's over.,,,,,SN001535
XV001783,tkw,Na nganae?!,,,What's this?,,,,,SN001536 ; SN001677
XV001784,tkw,"En’ na dameliko tae, ene na ka mwaliko pine.",,,"I'm not a child, I'm a grown person!",,,with 1sg,,SN001537 ; SN001832
XV001785,tkw,Eo na a-te vele?,,,Where do you live?,,,with 2sg,,SN001537
XV001786,tkw,Eo na ai-ovei !,,,Now that's something you know.,,,,,SN001537
XV001787,tkw,Aero iupa i-vio vitoko na.,,,Our (pig) pen is very close [from here].,,,,,SN001538 ; SN002559
XV001788,tkw,Eo na kape u-waivo ñe ene.,,,"Well, you're the one who's gonna tell me.",,,,,SN001540
XV001789,tkw,"Dapa Tetawo, dapa ponu na li-abu dapa.",,,It's the Tetawo people who killed them.,,,,,SN001540
XV001790,tkw,U-nabe na moe iono.,,,You mark the location of your (future) house.,,,,,SN001542 ; SN001550
XV001791,tkw,Na moe enone i-vio re.,,,Here is the location of my (former) house. / Here is where my house used to stand.,,,,,SN001542
XV001792,tkw,Dapa li-romo na kulumoe iadapa Mouro.,,,They saw the remains of the Elves' village.,,,,,SN001543
XV001793,tkw,na ene pe ni-lebie,,,the place where I (usually) bathe,,,,,SN001544
XV001794,tkw,na ini pe i-te i-vongo,,,the place where he eats,,,,,SN001544
XV001795,tkw,Epu 'none na ta!,,,This is my grandmother.,,,,,SN001548
XV001796,tkw,Katae ka ni-e na ta!,,,Today is my first day eating this!,,,,,SN001549
XV001797,tkw,"Basa i-abu i-ka i-vesu mijaka, i-nabe i-wene, i-ko pon Toplau ie da viñevi pon.",,,"There's a place where the mountain goes down and then up again? well, there's a (visible) spot there: they say that's where the women's secret house is found.",,,,,SN001550
XV001798,tkw,"Ini i-le i-la voko. I-lui i-la i-teli ne temaka na ini po i-tuku ini i-abu pon, i-nabe ñe voko.",,,"He took a stone, and carried it to the location where he had been going down (in the forest); he marked it with the stone.",,,,,SN001550
XV001799,tkw,Dapa ka li-sube nuduro pe uña teliki li-la li-mini dapa ka li-ke li-da tanoe pe li-nabe li-mini dapa.,,,"They have committed an infraction: while our chiefs had granted them some land, they crossed the limits of that territory which had been defined for them.",,,,,SN001551
XV001800,tkw,Ka li-nabe keba ia mamote ba-kila keba tae.,,,We're engaged [lit. they've ‘marked’ us] but we aren't married yet.,,,,,SN001553
XV001801,tkw,uie nabene,,,tobacco leaf,,,,,SN001554
XV001802,tkw,abwa nabene,,,[tobacco colour] red-brown colour,,,,,SN001554
XV001803,tkw,Ini i-koene namolo 'none.,,,He is wearing my clothes.,,,,,SN001561
XV001804,tkw,"La-loko ngatene ada i-le: namolo iada, buioe ada me puluko, none ada.",,,"They took all their things with them: their clothes, their betel nut and lime, their food.",,,,https://doi.org/10.24397/pangloss-0003351#S10,SN001561
XV001805,tkw,"Namolo, noma, li-ejau ñe bele vilo.",,,"In the olden days, clothes used to be made with tree bark.",,,,,SN001561
XV001806,tkw,Kape le-la teuko ne jokoro me le-katei ñe namuko.,,,We'll take a fishing rod and go angling [for fish].,,,,,SN001562
XV001807,tkw,Kape i-ka mobo we nanana?,,,"Will she come tomorrow, or today?",,,,,SN001563
XV001808,tkw,Voko i-te ponu ra ka i-vagasi nanana.,,,The stone has been there until this day.,,,,,SN001564 ; SN001852 ; SN002427
XV001809,tkw,Pe nanana ka li-vilu ne toñaki ie damala.,,,"Nowadays, people travel on Western-style ships.",,,,,SN001564 ; SN002546
XV001810,tkw,"Netebe pon, nara u-viane!",,,"This is mud here, make sure you don't stumble!",,,,,SN001565 ; SN001595 ; SN002510
XV001811,tkw,Nara sa i-meli!,,,Make sure you don't end up heartbroken!,,,,,SN001565 ; SN001934
XV001812,tkw,Nara le-langaten' tae!,,,We might be unable to work!,,,with negation,,SN001565
XV001813,tkw,"Li-avi ñei, nara sukiro peini ma dapa i-wene ene.",,,"They're using tongs, for fear that the dirt on their hands might touch it.",,,,,SN001566 ; SN002014
XV001814,tkw,Ni-madau ñe eo na kape u-ke ene!,,,"I'm scared of you, you might bite me!",,,,,SN001567
XV001815,tkw,U-botongo ini nara kape i-koie ne moe.,,,Please stop him from coming into the house.,,,,,SN001567
XV001816,tkw,Li-loko nasu idi po li-bu me le-su.,,,"We collect the belongings of the person who died, and set fire to them.",,,,,SN001568
XV001817,tkw,Ini ka i-nat' ene.,,,He's been insulting me.,,,,,SN001569
XV001818,tkw,U-nate idi etapu!,,,Stop swearing around!,,,,,SN001570
XV001819,tkw,Ini nava eo?,,,What is she to you? (e.g. your sister? cousin?),,,,,SN001571
